,Name,Age,Photo,Nationality,Flag,,Potential,Club,Club Logo,Value(£),,,,,,,,,,,
5205,Víctor Olmo,21,https://cdn.sofifa.net/players/268/898/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,75,Málaga CF,https://cdn.sofifa.net/teams/573/30.png,1300000,,,,,,,,,,,
5206,22 T. Minda,20,https://cdn.sofifa.net/players/255/802/22_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,,71,C.D. Universidad Católica del Ecuador,https://cdn.sofifa.net/teams/114581/30.png,1100000,,,,,,,,,,,
5207,R. Al Hajj,20,https://cdn.sofifa.net/players/247/658/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,76,SC Heerenveen,https://cdn.sofifa.net/teams/1913/30.png,1400000,,,,,,,,,,,
5208,B. Šutalo,22,https://cdn.sofifa.net/players/255/891/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,,79,Dinamo Zagreb,https://cdn.sofifa.net/teams/211/30.png,4400000,,,,,,,,,,,
5209,22 L. Serrano,23,https://cdn.sofifa.net/players/260/507/22_60.png,Bolivia,https://cdn.sofifa.net/flags/bo.png,,63,Club Atlético Palmaflor,https://cdn.sofifa.net/teams/115358/30.png,425000,,,,,,,,,,,
5210,J. Cain,20,https://cdn.sofifa.net/players/253/482/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,72,Liverpool,https://cdn.sofifa.net/teams/9/30.png,875000,,,,,,,,,,,
5211,A. Karimi,28,https://cdn.sofifa.net/players/241/793/23_60.png,Iran,https://cdn.sofifa.net/flags/ir.png,,64,Yukatel Kayserispor,https://cdn.sofifa.net/teams/101020/30.png,600000,,,,,,,,,,,
5212,S. Czyż,20,https://cdn.sofifa.net/players/259/456/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,73,Raków Częstochowa,https://cdn.sofifa.net/teams/114326/30.png,1100000,,,,,,,,,,,
5213,B. Aguirre,21,https://cdn.sofifa.net/players/259/576/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,77,Club Atlético Lanús,https://cdn.sofifa.net/teams/110395/30.png,2600000,,,,,,,,,,,
5214,M. Daramy,20,https://cdn.sofifa.net/players/246/459/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,,81,F.C. København,https://cdn.sofifa.net/teams/819/30.png,3400000,,,,,,,,,,,
5215,22 T. Tamukai,29,https://cdn.sofifa.net/players/260/199/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,,63,Tokushima Vortis,https://cdn.sofifa.net/teams/112783/30.png,425000,,,,,,,,,,,
5216,22 Moyano,20,https://cdn.sofifa.net/players/264/231/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,73,AD Alcorcón,https://cdn.sofifa.net/teams/100831/30.png,875000,,,,,,,,,,,
5217,R. Manaj,25,https://cdn.sofifa.net/players/230/800/23_60.png,Albania,https://cdn.sofifa.net/flags/al.png,,76,Watford,https://cdn.sofifa.net/teams/1795/30.png,3300000,,,,,,,,,,,
5218,A. Ogbonna,34,https://cdn.sofifa.net/players/183/855/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,79,West Ham United,https://cdn.sofifa.net/teams/19/30.png,5500000,,,,,,,,,,,
5219,I. Aaneba,23,https://cdn.sofifa.net/players/240/725/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,78,FC Sochaux-Montbéliard,https://cdn.sofifa.net/teams/226/30.png,2100000,,,,,,,,,,,
5220,Y. Mina,27,https://cdn.sofifa.net/players/220/523/23_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,,79,Everton,https://cdn.sofifa.net/teams/7/30.png,11000000,,,,,,,,,,,
5221,K. Ofori,20,https://cdn.sofifa.net/players/252/438/23_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,,73,SC Paderborn 07,https://cdn.sofifa.net/teams/10030/30.png,1100000,,,,,,,,,,,
5222,J. Ceesay,24,https://cdn.sofifa.net/players/234/358/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,69,Malmö FF,https://cdn.sofifa.net/teams/320/30.png,1000000,,,,,,,,,,,
5223,S. Cissé,30,https://cdn.sofifa.net/players/259/080/23_60.png,Senegal,https://cdn.sofifa.net/flags/sn.png,,61,Grenoble Foot 38,https://cdn.sofifa.net/teams/1805/30.png,325000,,,,,,,,,,,
5224,K. Zedadka,22,https://cdn.sofifa.net/players/264/392/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,70,Napoli,https://cdn.sofifa.net/teams/48/30.png,850000,,,,,,,,,,,
5225,M. Thalhammer,24,https://cdn.sofifa.net/players/239/494/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,72,SSV Jahn Regensburg,https://cdn.sofifa.net/teams/543/30.png,1600000,,,,,,,,,,,
5226,J. Geusens,20,https://cdn.sofifa.net/players/261/520/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,,77,KRC Genk,https://cdn.sofifa.net/teams/673/30.png,1200000,,,,,,,,,,,
5227,F. Zapiola,21,https://cdn.sofifa.net/players/263/502/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,78,Estudiantes de La Plata,https://cdn.sofifa.net/teams/101083/30.png,1800000,,,,,,,,,,,
5228,D. Takáč,24,https://cdn.sofifa.net/players/269/348/23_60.png,Slovakia,https://cdn.sofifa.net/flags/sk.png,,70,Korona Kielce,https://cdn.sofifa.net/teams/111083/30.png,950000,,,,,,,,,,,
5229,22 J. Oksanen,20,https://cdn.sofifa.net/players/241/614/22_60.png,Finland,https://cdn.sofifa.net/flags/fi.png,,72,Brentford,https://cdn.sofifa.net/teams/1925/30.png,1000000,,,,,,,,,,,
5230,Ander Martín,21,https://cdn.sofifa.net/players/262/508/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,74,Real Sociedad,https://cdn.sofifa.net/teams/457/30.png,1600000,,,,,,,,,,,
5231,N. Garayalde,22,https://cdn.sofifa.net/players/262/148/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,75,Vélez Sarsfield,https://cdn.sofifa.net/teams/101088/30.png,2300000,,,,,,,,,,,
5232,V. Costache,23,https://cdn.sofifa.net/players/244/143/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,72,Rapid București,https://cdn.sofifa.net/teams/310/30.png,1500000,,,,,,,,,,,
5233,22 J. Torres,28,https://cdn.sofifa.net/players/253/899/22_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,63,Aragua Fútbol Club,https://cdn.sofifa.net/teams/112916/30.png,475000,,,,,,,,,,,
5234,Wenderson,23,https://cdn.sofifa.net/players/265/999/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,70,IFK Värnamo,https://cdn.sofifa.net/teams/112126/30.png,1200000,,,,,,,,,,,
5235,F. Da Silva,19,https://cdn.sofifa.net/players/259/806/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,79,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,1200000,,,,,,,,,,,
5236,Catena,27,https://cdn.sofifa.net/players/243/976/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,78,Rayo Vallecano,https://cdn.sofifa.net/teams/480/30.png,8000000,,,,,,,,,,,
5237,M. Andersen,22,https://cdn.sofifa.net/players/269/555/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,,69,Lyngby BK,https://cdn.sofifa.net/teams/15001/30.png,525000,,,,,,,,,,,
5238,D. Rots,20,https://cdn.sofifa.net/players/259/563/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,75,FC Twente,https://cdn.sofifa.net/teams/1908/30.png,2200000,,,,,,,,,,,
5239,M. John,20,https://cdn.sofifa.net/players/259/569/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,78,TSG Hoffenheim,https://cdn.sofifa.net/teams/10029/30.png,2100000,,,,,,,,,,,
5240,K. Hoever,20,https://cdn.sofifa.net/players/246/763/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,79,PSV,https://cdn.sofifa.net/teams/247/30.png,2300000,,,,,,,,,,,
5241,22 O. Reabciuk,23,https://cdn.sofifa.net/players/241/073/22_60.png,Moldova,https://cdn.sofifa.net/flags/md.png,,76,Olympiacos CFP,https://cdn.sofifa.net/teams/280/30.png,2400000,,,,,,,,,,,
5242,B. Cuesta,33,https://cdn.sofifa.net/players/237/031/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,72,FBC Melgar,https://cdn.sofifa.net/teams/111334/30.png,1500000,,,,,,,,,,,
5243,D. Santacruz,27,https://cdn.sofifa.net/players/254/701/23_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,,71,Club Nacional,https://cdn.sofifa.net/teams/112671/30.png,1800000,,,,,,,,,,,
5244,L. Becerra,24,https://cdn.sofifa.net/players/265/662/23_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,,69,Delfín Sporting Club,https://cdn.sofifa.net/teams/114580/30.png,750000,,,,,,,,,,,
5245,R. Redes,22,https://cdn.sofifa.net/players/253/250/23_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,,73,Austin FC,https://cdn.sofifa.net/teams/114161/30.png,1700000,,,,,,,,,,,
5246,E. Perleche,21,https://cdn.sofifa.net/players/265/428/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,73,Cienciano,https://cdn.sofifa.net/teams/111011/30.png,1600000,,,,,,,,,,,
5247,P. Vlachodimos,30,https://cdn.sofifa.net/players/209/317/23_60.png,Greece,https://cdn.sofifa.net/flags/gr.png,,66,SG Dynamo Dresden,https://cdn.sofifa.net/teams/503/30.png,825000,,,,,,,,,,,
5248,N. Broadhead,24,https://cdn.sofifa.net/players/232/545/23_60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png,,72,Wigan Athletic,https://cdn.sofifa.net/teams/1917/30.png,1700000,,,,,,,,,,,
5249,L. Colwill,19,https://cdn.sofifa.net/players/262/859/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,84,Brighton & Hove Albion,https://cdn.sofifa.net/teams/1808/30.png,3500000,,,,,,,,,,,
5250,T. Carranza,30,https://cdn.sofifa.net/players/259/774/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,66,Sport Boys,https://cdn.sofifa.net/teams/111016/30.png,825000,,,,,,,,,,,
5251,L. Bolton,22,https://cdn.sofifa.net/players/233/051/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,67,Salford City,https://cdn.sofifa.net/teams/113926/30.png,500000,,,,,,,,,,,
5252,I. Pherai,21,https://cdn.sofifa.net/players/243/904/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,77,Eintracht Braunschweig,https://cdn.sofifa.net/teams/110500/30.png,2700000,,,,,,,,,,,
5253,Diego González,27,https://cdn.sofifa.net/players/227/106/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,74,Elche CF,https://cdn.sofifa.net/teams/468/30.png,2100000,,,,,,,,,,,
5254,Miguel Reisinho,23,https://cdn.sofifa.net/players/252/310/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,71,Boavista FC,https://cdn.sofifa.net/teams/1898/30.png,1200000,,,,,,,,,,,
5255,M. Ruiz,18,https://cdn.sofifa.net/players/267/956/23_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,73,Hermanos Colmenarez,https://cdn.sofifa.net/teams/115694/30.png,825000,,,,,,,,,,,
5256,T. Ntsabeleng,24,https://cdn.sofifa.net/players/267/610/23_60.png,South Africa,https://cdn.sofifa.net/flags/za.png,,67,FC Dallas,https://cdn.sofifa.net/teams/695/30.png,500000,,,,,,,,,,,
5257,L. Ríos,21,https://cdn.sofifa.net/players/254/951/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,77,Club Atlético Banfield,https://cdn.sofifa.net/teams/110404/30.png,1800000,,,,,,,,,,,
5258,M. Knudsen,21,https://cdn.sofifa.net/players/248/175/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,76,Lillestrøm SK,https://cdn.sofifa.net/teams/299/30.png,1400000,,,,,,,,,,,
5259,A. Ujah,31,https://cdn.sofifa.net/players/198/554/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,,69,Eintracht Braunschweig,https://cdn.sofifa.net/teams/110500/30.png,1200000,,,,,,,,,,,
5260,J. Bauman,31,https://cdn.sofifa.net/players/262/801/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,71,Independiente del Valle,https://cdn.sofifa.net/teams/112908/30.png,1600000,,,,,,,,,,,
5261,K. Knap,20,https://cdn.sofifa.net/players/262/825/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,74,Cracovia,https://cdn.sofifa.net/teams/110747/30.png,1000000,,,,,,,,,,,
5262,17 Y. Moyo,24,https://cdn.sofifa.net/players/204/359/17_60.png,France,https://cdn.sofifa.net/flags/fr.png,,65,Stade Lavallois Mayenne FC,https://cdn.sofifa.net/teams/1814/30.png,350000,,,,,,,,,,,
5263,H. Nicolussi Caviglia,22,https://cdn.sofifa.net/players/253/162/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,75,Südtirol,https://cdn.sofifa.net/teams/112494/30.png,1300000,,,,,,,,,,,
5264,21 Alberto Rubio,23,https://cdn.sofifa.net/players/253/134/21_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,69,Elche CF,https://cdn.sofifa.net/teams/468/30.png,800000,,,,,,,,,,,
5265,Henrique Araújo,20,https://cdn.sofifa.net/players/266/905/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,85,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,4500000,,,,,,,,,,,
5266,S. Moreira,27,https://cdn.sofifa.net/players/212/401/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,70,Columbus Crew,https://cdn.sofifa.net/teams/687/30.png,1500000,,,,,,,,,,,
5267,A. Crețu,30,https://cdn.sofifa.net/players/256/271/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,67,Universitatea Craiova,https://cdn.sofifa.net/teams/308/30.png,850000,,,,,,,,,,,
5268,Miguel Gutiérrez,20,https://cdn.sofifa.net/players/261/865/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,81,Girona FC,https://cdn.sofifa.net/teams/110062/30.png,2800000,,,,,,,,,,,
5269,B. Yáñez,21,https://cdn.sofifa.net/players/244/825/23_60.png,Chile,https://cdn.sofifa.net/flags/cl.png,,82,Unión Española,https://cdn.sofifa.net/teams/110977/30.png,4200000,,,,,,,,,,,
5270,G. Kokhreidze,23,https://cdn.sofifa.net/players/263/332/23_60.png,Georgia,https://cdn.sofifa.net/flags/ge.png,,71,Grenoble Foot 38,https://cdn.sofifa.net/teams/1805/30.png,1100000,,,,,,,,,,,
5271,A. Mățan,22,https://cdn.sofifa.net/players/248/113/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,73,Rapid București,https://cdn.sofifa.net/teams/310/30.png,1600000,,,,,,,,,,,
5272,M. Wintzheimer,23,https://cdn.sofifa.net/players/243/378/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,73,1. FC Nürnberg,https://cdn.sofifa.net/teams/171/30.png,1800000,,,,,,,,,,,
5273,J. Chávez,20,https://cdn.sofifa.net/players/259/027/23_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,,77,Independiente del Valle,https://cdn.sofifa.net/teams/112908/30.png,1900000,,,,,,,,,,,
5274,M. Kana,19,https://cdn.sofifa.net/players/252/489/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,,80,RSC Anderlecht,https://cdn.sofifa.net/teams/229/30.png,1900000,,,,,,,,,,,
5275,K. Khazeni,27,https://cdn.sofifa.net/players/256/375/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,61,IFK Norrköping,https://cdn.sofifa.net/teams/702/30.png,275000,,,,,,,,,,,
5276,22 Félix Alonso,20,https://cdn.sofifa.net/players/259/758/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,74,CD Tenerife,https://cdn.sofifa.net/teams/260/30.png,950000,,,,,,,,,,,
5277,A. Gigović,20,https://cdn.sofifa.net/players/251/617/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,79,Helsingborgs IF,https://cdn.sofifa.net/teams/432/30.png,1300000,,,,,,,,,,,
5278,M. Rakoczy,20,https://cdn.sofifa.net/players/244/550/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,78,Cracovia,https://cdn.sofifa.net/teams/110747/30.png,1400000,,,,,,,,,,,
5279,R. Akbari,22,https://cdn.sofifa.net/players/241/440/23_60.png,Afghanistan,https://cdn.sofifa.net/flags/af.png,,72,Brisbane Roar,https://cdn.sofifa.net/teams/111395/30.png,1100000,,,,,,,,,,,
5280,M. Beier,19,https://cdn.sofifa.net/players/254/117/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,82,Hannover 96,https://cdn.sofifa.net/teams/485/30.png,3800000,,,,,,,,,,,
5281,Nuno Borges,34,https://cdn.sofifa.net/players/257/094/23_60.png,Cape Verde Islands,https://cdn.sofifa.net/flags/cv.png,,67,Casa Pia,https://cdn.sofifa.net/teams/114510/30.png,350000,,,,,,,,,,,
5282,17 M. Coulson,28,https://cdn.sofifa.net/players/184/663/17_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,63,St. Johnstone FC,https://cdn.sofifa.net/teams/100804/30.png,325000,,,,,,,,,,,
5283,Álex Blanco,23,https://cdn.sofifa.net/players/245/714/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,75,Como,https://cdn.sofifa.net/teams/1745/30.png,2400000,,,,,,,,,,,
5284,22 L. Hall,16,https://cdn.sofifa.net/players/266/127/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,80,Chelsea,https://cdn.sofifa.net/teams/5/30.png,700000,,,,,,,,,,,
5285,S. Biuk,19,https://cdn.sofifa.net/players/262/585/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,,85,Hajduk Split,https://cdn.sofifa.net/teams/263/30.png,3600000,,,,,,,,,,,
5286,21 Camilo,21,https://cdn.sofifa.net/players/255/528/21_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,72,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,725000,,,,,,,,,,,
5287,I. Niane,23,https://cdn.sofifa.net/players/239/025/23_60.png,Senegal,https://cdn.sofifa.net/flags/sn.png,,78,FC Metz,https://cdn.sofifa.net/teams/68/30.png,4700000,,,,,,,,,,,
5288,J. Navas,28,https://cdn.sofifa.net/players/258/603/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,66,Arsenal de Sarandí,https://cdn.sofifa.net/teams/110394/30.png,775000,,,,,,,,,,,
5289,22 Álvaro Bravo,23,https://cdn.sofifa.net/players/264/102/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,70,CF Fuenlabrada,https://cdn.sofifa.net/teams/110065/30.png,950000,,,,,,,,,,,
5290,21 M. González,24,https://cdn.sofifa.net/players/253/247/21_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,,68,Club River Plate Asunción,https://cdn.sofifa.net/teams/114575/30.png,1100000,,,,,,,,,,,
5291,22 T. Kanamori,27,https://cdn.sofifa.net/players/232/963/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,,64,Avispa Fukuoka,https://cdn.sofifa.net/teams/113186/30.png,625000,,,,,,,,,,,
5292,G. Vrioni,23,https://cdn.sofifa.net/players/235/194/23_60.png,Albania,https://cdn.sofifa.net/flags/al.png,,76,New England Revolution,https://cdn.sofifa.net/teams/691/30.png,2500000,,,,,,,,,,,
5293,L. Bernadou,21,https://cdn.sofifa.net/players/257/584/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,70,FC Emmen,https://cdn.sofifa.net/teams/100628/30.png,925000,,,,,,,,,,,
5294,A. Semenyo,22,https://cdn.sofifa.net/players/241/236/23_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,,79,Bristol City,https://cdn.sofifa.net/teams/1919/30.png,3600000,,,,,,,,,,,
5295,22 S. Guzmán,19,https://cdn.sofifa.net/players/255/959/22_60.png,Bolivia,https://cdn.sofifa.net/flags/bo.png,,72,Club Deportivo Oriente Petrolero,https://cdn.sofifa.net/teams/110970/30.png,1000000,,,,,,,,,,,
5296,21 E. Gyabuaa,18,https://cdn.sofifa.net/players/260/046/21_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,74,Atalanta,https://cdn.sofifa.net/teams/39/30.png,750000,,,,,,,,,,,
5297,L. Blanco,23,https://cdn.sofifa.net/players/257/185/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,77,Rosario Central,https://cdn.sofifa.net/teams/110580/30.png,3000000,,,,,,,,,,,
5298,Sergi Cardona,22,https://cdn.sofifa.net/players/262/402/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,78,Unión Deportiva Las Palmas,https://cdn.sofifa.net/teams/472/30.png,3000000,,,,,,,,,,,
5299,22 K. Lewis,22,https://cdn.sofifa.net/players/256/140/22_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,70,Club Atlético Peñarol,https://cdn.sofifa.net/teams/101110/30.png,850000,,,,,,,,,,,
5300,A. Valera,26,https://cdn.sofifa.net/players/259/251/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,75,Al Fateh,https://cdn.sofifa.net/teams/112390/30.png,3100000,,,,,,,,,,,
5301,P. Smyth,24,https://cdn.sofifa.net/players/241/075/23_60.png,Northern Ireland,https://cdn.sofifa.net/flags/gb-nir.png,,65,Leyton Orient,https://cdn.sofifa.net/teams/1958/30.png,550000,,,,,,,,,,,
5302,Pedro Miguel,31,https://cdn.sofifa.net/players/268/781/23_60.png,Qatar,https://cdn.sofifa.net/flags/qa.png,,69,Manchester United,https://cdn.sofifa.net/flags/qa.png,0,,,,,,,,,,,
5303,15 M. Saucedo,28,https://cdn.sofifa.net/players/195/901/15_60.png,Bolivia,https://cdn.sofifa.net/flags/bo.png,,66,Manchester United,https://cdn.sofifa.net/flags/bo.png,0,,,,,,,,,,,
5304,L. Thompson,20,https://cdn.sofifa.net/players/263/918/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,74,Derby County,https://cdn.sofifa.net/teams/91/30.png,1200000,,,,,,,,,,,
5305,M. Lachuer,21,https://cdn.sofifa.net/players/260/923/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,76,Amiens SC,https://cdn.sofifa.net/teams/1816/30.png,1400000,,,,,,,,,,,
5306,17 C. Zeoula,26,https://cdn.sofifa.net/players/209/799/17_60.png,New Caledonia,https://cdn.sofifa.net/flags/nc.png,,64,Stade Lavallois Mayenne FC,https://cdn.sofifa.net/teams/1814/30.png,450000,,,,,,,,,,,
5307,S. van Hooijdonk,22,https://cdn.sofifa.net/players/244/601/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,76,SC Heerenveen,https://cdn.sofifa.net/teams/1913/30.png,2300000,,,,,,,,,,,
5308,N. Mäenpää,24,https://cdn.sofifa.net/players/266/113/23_60.png,Finland,https://cdn.sofifa.net/flags/fi.png,,66,Warta Poznań,https://cdn.sofifa.net/teams/112511/30.png,650000,,,,,,,,,,,
5309,22 N. Belakovic,24,https://cdn.sofifa.net/players/263/553/22_60.png,Serbia,https://cdn.sofifa.net/flags/rs.png,,68,TSV Egger Glas Hartberg,https://cdn.sofifa.net/teams/2017/30.png,850000,,,,,,,,,,,
5310,R. Piñeiro,23,https://cdn.sofifa.net/players/260/971/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,75,Unión Española,https://cdn.sofifa.net/teams/110977/30.png,2300000,,,,,,,,,,,
5311,J. Kizzi,29,https://cdn.sofifa.net/players/263/386/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,62,Sutton United,https://cdn.sofifa.net/teams/110799/30.png,350000,,,,,,,,,,,
5312,Ricardo Matos,22,https://cdn.sofifa.net/players/256/100/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,77,Portimonense SC,https://cdn.sofifa.net/teams/10031/30.png,1900000,,,,,,,,,,,
5313,M. Martins,27,https://cdn.sofifa.net/players/263/131/23_60.png,Luxembourg,https://cdn.sofifa.net/flags/lu.png,,66,FK Austria Wien,https://cdn.sofifa.net/teams/256/30.png,750000,,,,,,,,,,,
5314,Dylan Perera,19,https://cdn.sofifa.net/players/259/739/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,73,CD Tenerife,https://cdn.sofifa.net/teams/260/30.png,775000,,,,,,,,,,,
5315,T. Gaprindashvili,24,https://cdn.sofifa.net/players/270/591/23_60.png,Georgia,https://cdn.sofifa.net/flags/ge.png,,67,Zagłębie Lubin,https://cdn.sofifa.net/teams/110749/30.png,800000,,,,,,,,,,,
